language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23
emae1237,-,-,t,e,i,-,a,k,e,m,-,-,-,-,-,-,a,t,-,-,e,-,-
futu1245,-,-,S,-,i,-,a,k,a,m,-,-,-,-,-,-,a,t,-,-,e,-,-
poly1242,-,-,t,-,-,-,a,-,-,m,-,-,-,-,-,-,a,t,-,-,e,-,-
tong1325,-,-,t,-,-,-,a,-,-,m,-,-,-,-,-,-,a,t,-,-,e,7,i
wall1257,-,-,t,-,-,-,a,-,-,m,-,-,-,-,-,-,a,t,-,-,e,-,i
east2447,-,-,t,-,-,-,a,-,-,m,-,-,-,-,-,-,a,t,-,-,e,-,-
tiko1237,-,-,t,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
niue1239,-,-,t,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
samo1305,-,-,f,-,-,-,a,s,-,i,-,-,-,-,-,-,o,t,-,-,i,-,-
samo1305,-,-,t,-,-,-,a,-,-,m,-,-,-,-,-,-,a,t,-,-,e,-,-
tuva1244,-,-,t,-,-,-,a,-,-,m,-,-,-,-,-,-,a,t,-,-,e,-,-
anut1237,-,-,t,-,-,-,a,-,-,m,-,-,-,-,-,-,a,t,-,-,e,-,-
renn1242,-,-,t,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
onto1237,-,-,k,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
sika1261,-,-,t,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
nuku1259,-,-,t,-,i,n,a,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-
pile1238,-,-,t,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,a
pile1238,-,-,t,-,-,-,a,-,-,m,-,-,-,-,-,-,a,t,-,-,e,-,a
kapi1249,-,-,t,-,-,-,a,l,-,i,-,-,-,-,-,-,-,k,-,-,i,-,-
tuam1242,-,-,t,-,-,-,a,-,-,p,-,-,-,-,-,-,a,r,a,h,i,-,-
tuam1242,-,-,-,-,-,-,-,-,-,p,-,-,-,-,-,-,a,t,-,-,u,-,-
penr1237,-,-,t,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
raro1241,-,-,k,-,-,-,i,-,-,-,-,-,-,k,i,n,-,-,-,-,i,-,-
raro1241,-,-,t,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
raro1241,-,-,t,-,-,-,a,-,-,m,a,-,-,t,e,m,a,t,-,-,e,-,-
raro1241,-,-,-,-,-,-,-,-,-,p,-,-,-,-,-,-,u,t,-,-,u,-,-
mang1401,-,-,t,-,-,-,i,-,-,n,-,-,-,-,-,-,a,7,-,-,i,-,-
maor1246,-,-,-,-,-,-,-,-,-,p,-,-,-,-,-,-,a,t,-,-,u,-,-
raka1237,-,-,-,-,-,-,-,-,-,p,e,h,i,k,i,t,e,t,o,k,a,-,-
raka1237,-,-,-,-,-,-,-,-,-,p,-,-,-,-,-,-,a,t,-,-,u,-,-
raka1237,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,t,-,-,a,-,-
puka1242,-,-,-,-,-,-,-,-,-,p,-,-,-,-,-,-,a,t,-,-,u,-,-
rapa1244,-,-,t,-,-,-,i,-,-,N,-,-,-,-,-,-,a,7,-,-,i,-,-
nort2845,h,a,7,-,-,-,a,-,-,m,-,-,-,-,-,-,a,t,-,-,e,-,-
nort2845,k,u,k,-,-,-,u,-,-,m,-,-,-,-,-,-,-,-,-,-,i,-,-
nort2845,p,e,h,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-
hawa1245,h,o,7,-,-,-,o,-,-,m,-,-,-,-,-,-,a,k,-,-,e,-,-
tahi1242,-,-,t,-,-,-,a,-,-,p,-,-,-,-,-,-,a,r,a,h,i,-,-
ruru1237,-,-,7,-,a,7,a,-,-,m,-,-,-,-,-,-,a,t,-,-,e,-,-
ruru1237,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,t,-,-,a,-,-
mele1250,-,-,t,e,i,-,a,-,-,m,-,-,-,-,-,-,a,t,-,-,i,-,a
