language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22
emae1237,-,-,-,-,-,-,-,-,m,-,-,a,-,-,-,-,r,-,-,o,-,-
futu1245,-,-,-,-,-,-,-,-,m,-,-,a,-,-,-,-,t,-,-,u,-,-
futu1245,-,-,-,-,-,-,-,-,m,-,-,a,-,-,-,-,s,-,-,a,-,-
poly1242,-,-,-,-,-,-,-,-,m,-,-,a,-,-,-,-,t,u,7,u,-,-
tong1325,-,-,-,-,-,-,-,-,m,-,-,o,-,-,-,-,m,o,-,a,-,-
wall1257,-,-,-,-,-,-,-,-,m,-,-,a,-,-,-,-,h,-,-,a,-,-
wall1257,-,-,-,-,-,-,-,-,m,-,-,a,-,-,-,-,l,-,-,o,-,-
east2447,-,-,-,-,-,-,-,-,m,-,-,a,-,-,-,-,s,-,-,a,-,-
east2447,-,-,-,-,-,-,-,-,m,-,-,a,-,-,-,-,l,-,-,o,-,-
tiko1237,-,-,-,-,-,-,-,-,m,-,-,a,-,-,-,-,s,-,-,a,-,-
tiko1237,-,-,-,-,-,-,-,-,m,-,-,a,-,-,-,-,r,-,-,o,-,-
niue1239,-,-,-,-,-,-,-,-,m,-,-,a,-,-,-,-,h,-,-,a,-,-
niue1239,-,-,-,-,-,-,-,-,p,-,-,a,k,-,-,a,k,-,-,a,-,-
samo1305,-,-,-,-,-,-,-,-,m,-,-,a,-,-,-,-,N,-,-,o,-,-
samo1305,-,-,-,-,-,-,-,-,p,-,-,a,7,-,-,a,7,-,-,a,-,-
samo1305,-,-,-,-,-,-,-,-,p,-,-,a,7,u,p,a,7,-,-,u,-,-
tuva1244,-,-,-,-,-,-,-,-,t,-,-,a,-,u,-,a,k,-,-,i,-,-
anut1237,-,-,-,-,-,-,-,-,p,-,-,a,k,u,p,a,k,-,-,u,-,-
renn1242,-,-,-,-,-,-,-,-,m,-,-,a,m,-,-,a,l,-,-,a,-,-
renn1242,-,-,-,-,-,-,-,-,m,-,-,a,n,-,-,-,g,-,-,o,-,-
onto1237,-,-,-,-,-,-,-,-,p,-,-,a,-,u,p,a,7,-,-,u,-,-
sika1261,-,-,-,-,-,-,-,-,m,-,-,a,-,-,-,-,s,-,-,a,-,-
nuku1259,-,-,-,-,-,-,-,-,p,-,-,a,k,u,p,a,k,-,-,u,-,-
pile1238,-,-,-,-,-,-,-,-,m,-,-,a,-,-,-,-,N,-,-,o,-,a
pile1238,-,-,-,-,-,-,-,-,m,-,-,a,t,-,-,-,h,-,-,u,-,-
kapi1249,-,-,-,-,-,-,-,-,m,-,-,a,-,-,-,-,N,-,-,o,-,-
tuam1242,-,-,-,-,-,-,-,-,m,-,-,a,-,-,-,-,r,-,-,o,-,-
penr1237,-,-,-,-,-,-,-,-,m,-,-,a,-,-,-,-,s,-,-,a,-,-
raro1241,-,-,-,-,-,-,-,-,m,-,-,a,-,-,-,-,r,-,-,o,-,-
mang1401,-,-,-,-,-,-,-,-,m,-,-,a,-,-,-,-,r,-,-,o,-,-
maor1246,-,-,-,-,-,-,-,-,m,-,-,a,-,-,-,-,r,-,-,o,k,e
raka1237,-,-,-,-,-,-,-,-,m,-,-,a,-,-,-,-,r,-,-,o,-,-
puka1242,w,a,k,a,p,a,k,a,p,-,-,a,-,-,-,-,k,-,-,a,-,-
puka1242,-,-,-,-,-,-,-,o,m,-,-,o,-,-,-,-,-,-,-,i,-,-
rapa1244,-,-,-,-,p,a,k,a,p,-,-,a,-,-,-,-,k,-,-,a,-,-
nort2845,-,-,-,-,-,-,-,-,p,a,k,a,-,-,-,-,k,-,-,a,-,-
nort2845,-,-,-,-,-,-,-,-,m,-,-,o,-,-,-,-,7,-,-,o,-,-
hawa1245,-,-,-,-,-,-,-,-,m,-,-,a,l,o,-,-,7,-,-,o,-,-
tahi1242,-,-,-,-,-,-,-,-,m,-,-,a,-,-,-,-,r,-,-,o,-,-
ruru1237,-,-,-,-,-,-,-,-,m,-,-,a,-,-,-,-,r,-,-,o,-,-
raiv1237,-,-,-,-,-,-,-,-,m,-,-,a,-,-,-,-,G,-,-,o,-,-
mele1250,-,-,-,-,-,-,-,-,m,-,-,a,-,-,-,-,t,-,-,u,-,-
