language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17
tuam1242,-,-,-,-,-,p,-,-,a,k,-,-,-,i,h,u,i
raro1241,-,-,-,-,-,p,-,-,o,k,-,o,-,i,v,-,i
mang1401,-,-,-,-,-,p,-,-,a,k,-,u,7,i,v,-,i
maor1246,-,-,-,-,-,p,-,-,a,k,-,i,h,i,w,-,i
raka1237,-,-,-,-,-,p,-,-,a,k,-,u,-,i,v,-,i
puka1242,-,-,-,-,-,p,-,-,o,k,-,o,-,i,v,-,i
rapa1244,k,-,a,-,-,p,-,-,-,-,-,u,h,i,v,-,i
nort2845,-,-,-,-,-,p,-,-,a,-,-,u,f,i,f,-,i
hawa1245,-,-,-,-,-,p,-,-,o,7,-,o,h,i,w,-,i
tahi1242,t,-,a,-,-,p,-,-,o,n,-,o,-,-,-,-,-
emae1237,-,-,-,-,-,p,-,-,a,m,-,u,-,-,-,-,-
futu1245,-,-,-,-,-,p,-,-,a,k,a,u,-,-,-,-,-
wall1257,7,-,-,u,-,m,-,-,a,-,-,-,-,-,-,-,-
east2447,-,-,-,u,-,m,-,-,a,-,-,-,-,-,-,-,-
tiko1237,k,-,-,a,-,p,-,-,a,k,a,u,-,-,-,-,-
niue1239,t,-,-,u,-,k,-,-,e,-,-,-,-,-,-,-,-
samo1305,t,-,a,u,-,7,-,-,a,-,-,u,-,-,-,-,-
tuva1244,t,u,a,u,-,m,-,-,a,-,-,-,-,-,-,-,-
tong1325,-,-,-,u,-,m,-,-,a,-,-,-,-,-,-,-,-
renn1242,-,-,-,u,-,m,-,-,a,-,-,-,-,-,-,-,-
nuku1259,r,-,-,u,a,m,o,n,a,-,-,-,-,-,-,-,-
pile1238,-,-,-,-,-,p,a,p,a,k,a,u,-,-,-,-,-
mele1250,-,-,-,-,-,p,-,-,a,m,-,u,-,-,-,-,-
