language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11
emae1237,-,-,i,r,-,-,o,t,o,-,-
futu1245,w,e,i,t,a,k,o,r,o,-,-
poly1242,-,-,-,l,-,-,o,t,o,-,-
tong1325,7,-,i,l,-,-,o,t,o,-,-
east2447,-,-,-,l,-,-,o,t,o,-,-
tiko1237,-,-,-,r,-,-,o,t,o,-,-
niue1239,-,-,-,l,-,-,o,t,o,-,-
samo1305,-,-,-,t,-,-,o,t,o,n,u
samo1305,-,-,-,l,-,-,o,t,o,-,-
tuva1244,-,-,-,l,-,-,o,t,o,-,-
anut1237,-,-,i,r,-,-,o,t,o,-,-
renn1242,-,-,n,g,-,-,o,t,o,-,-
onto1237,-,-,-,l,-,-,o,k,o,-,-
sika1261,-,-,i,l,-,-,o,t,o,-,-
nuku1259,-,-,i,r,-,-,o,t,o,-,-
kapi1249,-,-,-,l,-,-,o,d,o,-,-
tuam1242,-,-,-,r,-,-,o,t,o,-,-
raro1241,-,-,-,r,-,-,o,t,o,-,-
mang1401,-,-,-,r,-,-,o,t,o,-,-
maor1246,-,-,i,r,-,-,o,t,o,-,-
raka1237,-,-,-,r,-,-,o,t,o,-,-
puka1242,-,-,-,l,-,-,o,t,o,-,-
rapa1244,-,-,-,r,-,-,o,t,o,-,-
nort2845,-,-,-,7,-,-,o,t,o,-,-
hawa1245,-,-,-,l,-,-,o,k,o,-,-
tahi1242,-,-,i,r,-,-,o,t,o,-,-
ruru1237,-,-,-,r,-,-,o,t,o,-,-
raiv1237,-,-,-,G,-,-,o,t,o,-,-
mele1250,-,-,i,r,-,-,o,t,o,-,-
