language,x1,x2,x3,x4,x5,x6,x7,x8
nucl1235,k,o,r,E,-,l,-,-
mode1248,-,-,r,a,-,v,o,-
stan1288,k,o,s,e,-,r,-,-
port1283,k,u,z,e,-,r,-,-
ital1282,k,u,C,i,-,r,e,-
stan1289,k,u,z,i,-,-,-,-
stan1290,k,u,d,-,-,r,-,-
swed1254,-,-,s,i,-,-,-,-
dani1285,-,-,s,i,-,-,-,-
dutc1256,n,a,y,3,-,n,-,-
stan1295,n,E,-,3,-,n,-,-
stan1293,-,-,s,3,-,u,-,-
czec1258,-,-,S,i,-,t,-,-
russ1263,-,-,S,3,-,t,y,-
poli1260,-,-,S,3,-,C,-,-
bret1244,g,w,r,i,a,t,-,-
mait1250,-,-,s,i,-,b,-,-
urdu1245,-,-,s,i,-,n,3,-
mara1378,-,-,S,i,w,n,e,-
oriy1255,-,-,s,i,-,l,e,i
