language,x1,x2,x3,x4,x5,x6
suri1265,7,-,o,-,-,y
cent1989,7,a,o,-,-,y
khmu1256,-,-,u,u,u,n
monn1253,k,-,o,-,-,-
semn1250,7,-,o,-,-,g
semn1250,7,-,o,-,-,k
lano1248,7,o,o,-,-,k
temi1246,7,-,o,-,-,k
temi1246,7,-,o,-,-,g
sema1266,7,-,o,-,-,k
sema1266,7,-,o,-,-,k
jahh1242,7,-,o,-,-,k
minr1238,7,-,E,-,-,k
minr1238,7,-,E,-,-,k
bate1262,7,-,E,-,-,k
bate1262,7,-,E,-,-,k
bate1262,7,-,E,-,-,k
bate1262,7,-,E,-,-,k
jeha1242,7,-,E,-,-,k
jeha1242,7,-,E,-,-,k
kens1248,7,-,E,-,-,k
kens1248,7,-,E,-,-,k
kint1239,7,-,E,-,-,k
tong1308,7,-,E,-,-,k
tong1308,7,-,E,-,-,k
tong1308,7,-,E,-,-,k
chew1245,7,-,a,-,-,k
sema1265,y,-,o,-,-,n
sema1265,y,-,o,-,-,n
seme1247,y,-,o,-,-,n
besi1244,y,-,3,-,-,t
