language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29
gami1243,-,-,-,-,k,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,l,-,-,-,i,-,-,-
gami1243,-,-,-,-,k,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-,l,e,b,-,a,-,l,y
wira1262,-,-,-,-,g,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,l,-,-,-,i,-,N,-
wang1291,-,-,-,-,y,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,r,-,-,-,u,-,-,-
muru1266,-,-,-,-,N,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,b,-,-,-,a,-,-,-
kumb1268,-,-,-,-,g,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,l,-,-,-,u,-,n,-
darl1243,-,-,-,-,n,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-,n,-,-,-,a,-,-,-
guny1241,-,y,-,u,g,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,n,-
marg1253,-,y,-,u,g,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,n,-
bidy1243,-,-,-,-,k,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,m,o
maya1280,-,-,-,-,t,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,t,-,-,-,i,7,7,-
gugu1255,-,-,-,-,m,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,T,-,-,-,-,-,-,i
kuku1273,-,-,-,-,k,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,b,-,-,-,-,-,-,a
dyaa1242,-,-,-,-,N,-,-,u,-,-,d,-,-,-,a,-,-,-,-,-,-,y,-,-,-,-,-,-,i
yidi1250,-,-,-,-,g,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,b,-,-,-,a,-,n,u
dyir1250,-,-,-,-,g,-,-,-,-,-,-,-,-,-,a,-,-,m,-,-,-,b,-,-,-,a,-,l,-
warr1255,-,y,-,u,g,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,n,-
paka1251,-,-,-,-,k,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,p,-,-,-,a,-,-,-
kuku1280,-,-,-,-,N,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,k,-,-,-,a,-,-,-
wikm1247,-,-,-,-,n,-,u,a,-,-,d,-,7,o,a,-,-,d,-,-,-,7,a,n,-,a,-,-,-
umpi1239,-,-,-,-,y,-,-,a,-,-,N,-,k,-,u,-,-,-,-,-,-,y,-,-,-,-,-,-,-
kuuk1238,-,-,-,-,y,-,-,a,-,-,N,-,-,-,a,-,-,-,-,-,-,n,-,-,-,a,-,-,-
gurd1238,-,-,-,-,m,-,-,-,-,-,-,-,-,-,a,-,-,d,-,i,-,w,-,-,-,o,-,r,-
ngaa1240,-,-,-,-,k,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,p,-,-,-,i,-,-,-
pitj1243,-,-,-,-,m,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-,n,-,-,-,a,-,-,-
pint1250,-,-,-,-,y,-,-,-,-,-,-,-,-,-,i,p,u,l,y,u,-,l,-,-,y,u,-,-,-
kuka1246,-,-,-,-,N,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,b,-,-,-,a,-,-,-
nyam1271,-,-,-,-,-,-,-,-,-,-,-,-,-,-,e,-,-,l,-,-,-,y,e,r,i,e,-,-,-
nyan1301,-,-,-,-,N,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,p,-,-,-,a,-,-,-
mart1256,-,-,-,-,k,-,-,-,-,-,-,-,-,-,a,-,-,L,k,a,-,w,a,t,-,a,-,-,-
wanm1242,-,-,-,-,k,-,-,-,-,-,-,-,-,-,a,-,-,l,-,-,-,y,-,-,-,u,-,-,-
kara1476,-,-,-,-,n,-,-,-,-,-,-,-,T,-,e,-,o,n,-,-,-,T,e,-,-,o,-,-,-
kara1476,-,-,-,-,n,-,-,-,-,-,-,-,T,-,e,-,o,n,-,-,-,T,e,-,-,o,-,-,-
nhan1238,-,-,-,-,p,-,-,-,-,-,-,-,-,-,u,-,-,n,-,-,-,-,-,d,-,u,-,-,-
waja1257,-,-,-,-,b,-,-,-,-,-,-,-,-,-,u,-,-,l,y,u,-,b,u,l,y,u,-,-,-
bayu1240,-,-,-,-,w,-,-,-,-,-,-,-,-,-,a,-,-,n,-,-,-,-,-,-,-,a,-,n,-
dhal1245,-,-,-,-,y,-,-,-,-,-,-,-,-,-,u,-,-,N,-,-,-,-,-,-,-,u,-,-,-
dhar1247,-,-,-,-,y,-,-,-,-,-,-,-,-,-,u,-,-,N,-,-,-,-,-,-,-,u,-,-,-
kurr1243,-,m,u,-,y,-,-,-,-,-,-,-,h,-,u,-,-,r,-,-,-,-,-,-,-,a,-,-,-
pany1241,-,p,a,-,L,-,-,-,-,-,-,-,k,-,a,-,-,n,-,-,-,-,-,-,-,u,-,-,-
ngar1287,-,-,-,-,y,-,-,-,-,-,-,-,-,-,o,-,-,N,-,-,-,-,-,-,-,o,-,-,-
yind1247,-,-,-,-,y,-,-,-,-,-,-,-,-,-,u,-,-,n,-,-,-,-,-,d,-,u,-,-,-
nyun1247,-,-,-,-,g,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,b,-,-,-,y,-,-,-
warl1255,-,-,-,-,N,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,p,-,-,-,a,-,-,-
warl1254,-,m,i,-,5,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-,r,-,-,-,a,-,-,-
waru1265,-,-,-,-,N,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,p,-,-,-,a,-,-,-
guri1247,-,-,-,-,y,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-,p,-,-,-,u,-,-,-
ngar1235,-,-,-,-,y,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-,b,-,-,-,u,-,-,-
mudb1240,-,-,-,-,y,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-,b,-,-,-,u,-,-,-
jaru1254,-,-,-,-,N,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,b,-,-,-,a,-,-,-
walm1241,-,-,-,-,N,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,p,-,-,-,a,-,-,-
adny1235,a,w,i,u,4,-,-,-,-,-,-,-,-,-,a,-,-,-,-,u,-,4,-,-,-,a,-,-,-
naru1238,-,-,-,-,m,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,5,-,-,-,a,-,-,-
dier1241,-,-,-,-,t,-,-,-,-,-,-,-,-,-,a,-,-,l,-,a,-,r,-,-,-,a,-,-,-
yand1253,-,-,-,-,N,-,-,-,-,-,-,-,-,-,a,n,-,d,T,a,-,r,-,-,-,i,-,-,-
dhuw1249,-,-,-,-,w,-,-,-,-,-,-,-,-,-,a,-,-,L,-,u,-,k,-,-,-,a,-,-,-
djam1256,-,-,-,-,w,-,-,-,-,-,-,-,-,-,a,-,-,L,-,u,-,k,-,-,-,a,-,-,-
gupa1247,-,-,-,-,w,-,-,-,-,-,-,-,-,-,a,-,-,n,b,a,-,n,-,-,-,a,-,-,-
guma1253,-,-,-,-,w,-,-,-,-,-,-,-,-,-,a,-,-,L,-,u,-,k,-,-,-,a,-,-,-
dhan1270,-,-,-,-,b,-,-,-,-,-,-,-,-,-,a,-,-,L,k,u,r,k,-,-,-,-,-,-,-
dayi1244,-,-,-,-,b,-,-,-,-,-,-,-,-,-,a,-,-,L,k,u,r,k,-,-,-,-,-,-,-
rita1239,-,-,-,-,5,-,-,-,-,-,-,-,-,-,a,-,-,l,-,-,-,k,-,-,-,-,-,-,-
yann1237,-,-,-,-,g,-,-,a,n,a,N,a,t,-,a,-,-,l,-,-,-,-,-,-,-,a,-,-,-
djin1253,-,d,-,-,T,-,-,-,-,-,-,-,-,-,u,-,-,r,m,u,-,k,-,-,-,-,-,-,-
waga1260,-,y,-,u,k,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,y,-,-,-,a,-,-,-
