language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21
east2333,-,-,-,-,-,-,-,m,-,-,-,a,-,-,-,-,N,-,-,-,-
maaa1253,-,-,-,-,-,-,-,m,-,-,-,a,-,-,-,-,N,-,-,-,-
maaa1253,-,-,-,-,-,-,-,m,-,-,-,a,-,-,-,-,N,-,-,-,-
bulo1242,-,-,-,-,-,-,-,m,-,-,-,a,-,-,-,-,u,-,-,-,-
chra1242,-,-,-,-,-,-,-,m,-,-,-,a,-,-,-,-,N,-,-,-,-
sree1244,-,-,-,-,-,-,-,m,-,-,-,a,-,-,-,-,N,-,-,-,-
chil1279,-,-,-,-,-,-,-,m,-,-,-,a,-,-,-,-,N,-,-,-,-
tamp1251,-,-,-,-,-,-,-,m,3,m,-,a,-,-,-,-,N,-,-,-,-
nyah1249,-,-,-,-,-,-,-,m,-,-,-,a,-,-,-,-,N,-,-,-,-
lave1248,-,-,-,-,-,-,-,m,-,-,-,a,-,-,-,-,N,-,-,-,-
oyyy1238,-,-,-,-,-,-,-,m,-,-,-,a,-,-,-,-,N,-,-,-,-
tali1257,w,-,-,3,N,-,-,m,-,-,-,a,-,-,-,-,N,-,-,-,-
alak1253,-,-,-,-,-,-,-,h,-,-,-,a,p,h,3,3,7,-,-,-,-
cuaa1241,-,-,-,-,-,-,-,k,-,l,-,o,-,-,-,-,y,-,-,-,-
hala1252,-,-,-,-,-,-,-,m,-,-,-,a,-,-,-,-,N,-,-,-,-
todr1244,d,-,-,i,-,-,-,m,-,-,-,a,-,-,-,-,N,-,-,-,-
katu1272,h,3,y,u,-,-,-,m,-,-,-,-,-,-,-,-,-,-,-,-,-
west2398,y,-,-,u,-,-,-,m,-,-,-,-,-,-,-,-,-,-,-,-,-
ngeq1245,l,-,-,u,-,-,-,N,t,-,-,a,-,-,-,-,b,-,u,-,-
sooo1254,s,-,-,i,-,-,-,d,-,-,-,a,-,-,-,-,w,-,-,-,-
trii1240,s,-,-,a,-,-,-,d,a,-,-,a,-,-,-,-,u,-,-,-,-
paco1243,-,-,-,i,-,-,-,d,-,-,-,a,-,-,-,-,w,-,-,-,-
phon1246,-,-,-,-,-,-,-,n,-,-,-,E,-,-,-,-,l,b,o,-,-
nyah1250,-,-,-,-,-,-,-,p,3,t,-,a,-,-,-,-,m,-,-,-,-
monn1252,-,-,-,-,-,-,-,b,-,t,-,a,-,-,-,-,m,-,-,-,-
sema1266,-,-,-,-,-,-,-,t,-,-,-,3,-,p,-,-,m,-,-,-,-
temi1246,-,-,-,-,-,-,-,l,-,-,-,a,-,y,-,E,g,-,-,-,-
jahh1242,-,-,-,-,-,-,-,s,-,-,-,3,-,-,-,-,N,-,a,-,t
kens1248,-,-,-,-,-,-,-,h,-,-,-,E,-,-,-,-,k,-,u,-,t
jeha1242,-,-,-,-,-,-,-,h,-,-,-,3,-,r,-,-,k,-,i,-,t
seme1247,-,-,-,-,-,-,-,p,-,-,-,3,-,t,-,o,m,-,-,-,-
cent1989,-,-,-,-,-,-,-,y,-,-,-,o,-,-,-,-,p,-,-,-,-
nort2684,-,-,-,-,-,-,-,y,o,-,-,o,-,-,-,-,p,-,-,-,-
mlab1235,-,-,-,-,-,-,-,n,i,l,-,E,-,-,-,-,k,-,-,-,-
rucc1239,l,-,-,3,-,-,-,m,-,-,-,-,-,-,-,-,-,-,-,-,-
mali1278,t,u,N,o,-,-,-,p,-,-,-,-,-,-,-,-,-,-,-,-,-
aheu1239,h,-,-,a,7,-,-,m,-,-,-,a,-,-,-,-,h,-,-,-,-
aheu1239,7,-,-,a,-,-,-,m,-,-,-,a,-,-,-,-,h,-,-,-,-
viet1252,d,-,-,e,-,-,-,m,-,-,-,-,-,-,-,-,-,-,-,-,-
ruch1235,-,-,-,-,-,-,-,s,-,-,-,3,-,-,-,-,m,-,-,-,-
ruma1248,-,-,-,-,-,-,-,k,3,d,-,a,-,-,-,-,7,s,E,-,-
huuu1240,-,-,-,-,-,-,-,p,-,l,-,3,-,-,-,-,p,x,o,-,-
khan1274,-,-,-,-,-,-,-,-,-,k,-,o,-,-,-,-,-,-,-,-,-
bitt1240,-,-,-,-,-,-,-,n,3,N,y,3,-,-,-,-,l,-,-,-,-
puoc1238,-,-,-,-,-,-,-,p,-,-,-,3,-,-,-,-,t,-,-,-,-
mang1378,-,-,-,-,-,-,-,t,u,-,-,a,-,-,-,-,N,s,u,a,m
nanc1247,-,-,-,-,-,-,-,h,-,-,-,a,-,t,3,3,m,-,-,-,-
carn1240,-,-,-,-,-,-,-,h,-,-,-,a,-,t,-,3,m,-,-,-,-
khar1287,-,-,-,i,-,d,-,d,-,-,-,i,-,-,-,-,b,-,-,-,-
juan1238,-,-,-,e,n,d,n,d,-,-,-,a,-,-,-,-,r,-,o,-,-
sant1410,5,-,-,i,n,d,n,d,-,-,-,a,-,-,-,-,-,-,-,-,-
mund1320,n,-,-,i,-,-,-,d,-,-,-,a,-,-,-,-,-,-,-,-,-
kork1243,r,-,-,a,-,-,-,t,-,-,-,o,-,-,-,-,-,-,-,-,-
sora1254,-,-,-,-,-,-,-,t,o,g,-,a,-,-,-,-,l,-,-,-,-
pare1266,-,-,-,-,-,-,-,-,u,N,-,o,-,-,-,-,N,-,-,-,-
bond1245,-,-,-,-,-,-,-,t,u,m,-,u,-,-,-,-,N,g,o,-,-
khas1269,-,-,-,-,-,-,-,m,i,-,-,e,-,-,-,-,t,-,-,-,-
