language,x1,x2,x3,x4,x5,x6,x7,x8
jehh1245,t,-,3,-,T,-,e,n
hala1252,T,-,3,-,T,-,i,n
reng1252,T,-,3,-,T,-,i,n
bahn1262,t,-,3,-,s,-,i,n
bahn1262,t,-,3,-,s,-,i,n
bahn1262,t,-,3,-,s,-,i,n
seda1262,t,-,3,-,T,-,e,n
roma1331,T,-,3,-,T,-,u,n
cuaa1241,k,-,a,-,s,-,i,t
alak1253,t,-,a,N,T,-,i,n
tali1257,k,-,3,-,T,-,e,n
lave1248,-,-,-,-,T,-,i,n
nyah1249,-,-,-,-,T,-,i,n
sapu1248,-,-,-,-,T,-,i,n
jeng1241,-,-,-,-,T,-,i,n
lave1249,-,-,-,-,T,-,e,n
chra1242,-,-,-,-,s,-,3,n
bulo1242,-,-,-,-,s,-,e,n
cent1992,-,-,-,-,s,-,3,n
cent1992,-,-,-,-,s,-,E,n
cent1992,-,-,-,-,T,h,i,n
koho1244,-,-,-,-,s,-,i,n
east2333,-,-,-,-,s,-,3,n
tamp1251,7,n,y,-,s,-,3,n
