language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13
port1283,-,-,b,-,-,3,b,e,r,-,-,-,-
stan1288,-,-,b,-,-,e,b,E,r,-,-,-,-
stan1289,-,-,b,-,-,E,w,-,r,-,-,3,-
ital1282,-,-,b,-,-,e,-,-,r,-,-,e,-
neap1235,-,-,v,-,-,e,v,3,r,-,-,3,-
friu1240,-,-,b,-,-,e,-,-,v,-,-,i,-
roma1327,-,-,b,-,-,e,-,-,-,-,-,a,-
stan1290,-,-,b,w,-,a,-,-,X,-,-,-,-
wall1255,-,-,b,-,-,e,-,-,X,-,-,-,-
dutc1256,-,-,d,r,-,i,N,-,k,-,-,3,n
west2354,-,-,d,r,-,i,N,-,k,-,-,3,-
stan1295,-,-,t,X,-,i,N,-,k,-,-,N,-
luxe1241,-,-,d,r,3,i,N,-,k,-,-,3,n
swis1247,-,-,t,r,-,i,N,-,k,-,x,3,-
icel1247,-,-,d,r,-,E,h,-,k,-,-,a,-
swed1254,-,-,d,r,-,i,-,-,k,-,-,a,-
swed1254,-,-,d,r,-,i,-,-,k,-,-,a,-
faro1244,-,-,d,r,-,E,h,-,k,-,-,a,-
dani1285,-,-,d,X,-,E,-,-,g,-,-,3,-
lith1251,-,-,g,y,-,E,r,y,t,-,y,i,-
latv1249,-,-,d,z,-,E,r,-,t,-,-,-,-
czec1258,-,-,p,y,-,i,-,-,T,-,-,i,-
czec1258,-,-,p,-,-,i,-,-,t,-,-,-,-
slov1269,-,-,p,-,-,i,-,-,T,-,-,-,-
poli1260,-,-,p,y,-,i,-,-,t,-,-,S,-
poli1260,-,-,p,y,-,i,-,-,t,-,-,S,-
slov1268,-,-,p,-,-,i,-,-,t,-,-,i,-
ukra1253,-,-,p,-,-,i,-,-,t,-,-,i,-
rusy1239,-,-,p,-,-,i,-,-,t,-,-,3,-
bela1254,-,-,p,y,-,i,-,-,t,-,s,y,-
russ1263,-,-,p,y,-,i,-,-,t,-,s,y,-
lowe1385,-,-,p,y,-,i,-,-,-,-,-,S,-
uppe1395,-,-,p,-,-,i,-,-,t,-,-,S,-
kash1274,-,-,p,-,-,i,-,-,t,-,-,s,-
bulg1262,-,-,p,y,-,i,-,-,y,-,-,3,-
mace1250,-,-,p,y,-,i,-,-,y,-,-,a,-
mace1250,-,-,p,y,-,i,-,-,y,-,-,a,m
mace1250,-,-,p,-,-,i,-,-,-,-,-,E,-
gawa1247,-,-,p,-,-,i,-,-,k,-,-,-,-
kala1373,-,-,p,-,-,u,-,-,g,-,-,-,-
khow1242,-,-,p,-,-,i,-,-,k,-,-,-,-
nort2665,-,-,p,-,-,3,-,-,t,-,-,o,u
hind1269,-,-,p,-,-,i,-,-,n,-,-,o,-
urdu1245,-,-,p,-,-,i,-,-,n,-,-,o,-
bhoj1244,-,-,p,-,-,i,-,-,n,-,-,o,-
maga1260,-,-,p,-,-,i,-,-,n,-,-,o,-
mait1250,-,-,p,-,-,i,-,-,n,-,-,o,-
mara1378,-,-,p,-,-,i,-,-,n,-,-,e,-
beng1280,k,-,h,-,-,a,-,-,-,o,-,a,-
assa1263,-,-,p,-,-,i,k,-,h,u,w,o,-
kash1277,-,-,-,-,-,-,-,-,t,-,S,o,n
kamv1242,-,-,p,-,-,i,-,-,-,-,-,-,-
ashk1246,-,-,p,-,-,i,-,-,-,-,-,-,-
west2369,n,u,S,-,-,i,-,-,d,-,-,E,n
bakh1245,-,-,X,-,-,a,r,-,d,-,-,a,k
kumz1235,t,-,X,-,-,o,r,-,-,-,-,a,-
mode1248,-,-,p,-,-,i,-,-,n,-,-,o,-
cypr1249,-,-,p,-,-,i,-,-,n,-,-,o,-
pont1253,-,-,p,-,-,i,-,-,n,-,-,o,-
capp1239,-,-,p,y,-,i,-,-,n,-,-,o,-
apul1236,-,-,p,-,-,i,-,-,n,-,-,o,-
homs1234,X,3,m,-,-,E,-,-,l,-,-,-,-
nucl1235,X,3,m,-,-,E,-,-,l,-,-,-,-
iris1253,-,-,-,-,-,o,-,-,l,-,-,-,-
