language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28
port1283,-,-,-,-,-,-,S,-,e,-,-,-,-,y,-,-,-,-,-,-,-,r,-,-,-,a,r,-
stan1288,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-,-,-,-,-,-,l,-,-,-,E,r,-
stan1289,-,-,-,-,-,-,s,-,3,-,-,-,-,4,-,-,-,-,-,-,-,t,-,-,-,i,-,-
ital1282,-,-,-,-,-,-,s,-,e,-,-,-,-,n,-,-,-,-,-,-,-,t,-,-,-,i,r,e
neap1235,-,-,-,-,-,-,s,-,3,-,-,-,-,n,-,-,-,-,-,-,-,t,-,-,-,i,-,-
friu1240,-,-,-,-,-,-,-,-,-,-,-,-,-,n,-,-,-,a,-,-,-,z,-,-,-,a,-,-
roma1327,a,m,i,r,o,-,s,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-
stan1290,-,-,-,-,-,-,s,-,o,-,-,-,-,-,-,-,-,-,-,-,-,t,-,-,-,i,X,-
wall1255,-,-,-,-,-,-,s,-,e,-,-,-,-,-,-,-,-,-,-,-,-,t,-,-,-,i,-,-
dutc1256,-,-,-,-,-,-,r,E,i,-,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,3,n,-
west2354,-,-,-,-,-,-,r,-,u,-,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,3,-,-
stan1295,-,-,-,-,-,-,X,-,i,-,-,-,-,S,-,-,-,-,-,-,-,-,-,-,-,-,n,-
luxe1241,-,-,-,-,-,-,r,-,i,-,-,-,-,S,-,-,-,-,-,-,-,-,-,-,-,3,n,-
swis1247,-,-,-,-,-,-,-,-,-,-,-,-,-,S,m,-,-,E,-,-,-,k,-,-,x,3,-,-
icel1247,-,-,-,-,-,-,8,-,E,-,-,-,-,-,-,-,-,-,-,-,-,v,-,-,-,a,-,-
swed1254,-,-,-,-,-,-,l,-,u,-,-,-,-,k,-,-,-,-,-,-,-,t,-,-,-,a,-,-
swed1254,-,-,-,-,-,-,l,-,3,-,-,-,-,k,-,-,-,-,-,-,-,t,-,-,-,a,-,-
faro1244,-,-,-,-,-,-,l,-,u,-,-,-,-,k,-,-,-,-,-,-,-,t,-,-,h,a,-,-
dani1285,-,-,-,-,-,-,l,-,o,-,-,-,-,g,-,-,-,-,-,-,-,d,-,-,-,3,-,-
lith1251,-,-,-,u,-,-,Z,-,u,-,-,-,o,s,-,-,-,y,-,-,-,t,-,-,y,i,-,-
latv1249,-,-,-,-,-,-,s,o,u,-,-,-,o,s,-,-,-,-,-,-,-,t,-,-,-,-,-,-
czec1258,-,-,-,t,-,-,S,-,i,-,-,-,-,-,-,-,-,-,-,-,-,T,-,-,-,i,-,-
