language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20
port1283,-,-,-,k,-,-,-,a,-,i,r,-,-,-,-,-,-,-,-,-
stan1288,-,-,-,k,-,-,-,a,-,E,r,-,-,-,-,-,-,-,-,-
stan1289,-,-,-,k,-,-,-,a,-,w,r,-,-,-,-,-,-,3,-,-
ital1282,-,-,-,k,-,-,-,a,d,e,r,-,-,-,-,-,-,e,-,-
neap1235,-,-,-,k,-,-,-,a,-,-,r,-,-,-,-,-,-,e,-,-
friu1240,-,-,-,k,-,-,-,o,-,-,l,-,-,-,-,-,-,a,-,-
roma1327,-,-,-,k,-,-,-,3,-,-,d,-,-,e,-,-,-,a,-,-
stan1290,-,-,-,t,-,-,-,o,-,-,b,-,-,-,-,-,-,e,-,-
wall1255,-,-,-,t,-,-,-,u,-,-,m,-,-,-,-,-,-,e,-,-
dutc1256,-,-,-,v,-,-,-,o,-,-,l,-,-,-,-,-,-,3,-,n
west2354,-,-,-,f,-,-,-,o,-,-,l,-,-,-,-,-,-,3,-,-
stan1295,-,-,-,f,-,-,-,a,-,-,l,-,-,-,-,-,-,-,-,n
luxe1241,-,-,-,f,-,-,-,a,-,-,l,-,-,-,-,-,-,3,-,n
swis1247,-,-,-,k,-,-,-,-,-,-,h,E,-,i,-,-,-,3,-,-
icel1247,-,-,-,f,-,-,-,a,d,-,l,-,-,-,-,-,-,a,-,-
swed1254,-,-,-,f,-,-,-,a,-,-,l,-,-,-,-,-,-,a,-,-
swed1254,-,-,-,f,-,-,-,a,-,-,l,-,-,-,-,-,-,a,-,-
faro1244,-,-,-,f,-,-,-,a,d,-,l,-,-,-,-,-,-,a,-,-
dani1285,-,-,-,f,-,-,-,a,-,-,l,-,-,-,-,-,-,3,-,-
lith1251,-,n,u,k,y,r,y,i,-,-,s,y,-,t,-,y,-,i,-,-
latv1249,-,-,-,k,-,r,-,i,-,-,s,-,-,t,-,-,-,-,-,-
czec1258,-,-,-,p,-,-,-,o,-,-,s,-,-,T,-,-,-,i,-,-
czec1258,-,-,-,p,-,-,-,o,-,-,d,-,-,n,-,-,-,o,u,t
slov1269,-,-,-,p,-,-,-,o,-,-,d,-,-,n,-,-,-,u,-,T
poli1260,-,-,-,p,-,-,-,a,-,-,S,-,-,t,-,-,-,S,-,-
poli1260,-,-,s,p,-,-,-,o,-,-,S,-,-,t,-,-,-,S,-,-
slov1268,-,-,-,p,-,-,-,o,-,-,s,-,-,t,-,-,-,i,-,-
ukra1253,-,-,-,p,-,-,-,o,-,-,s,-,-,t,-,-,-,i,-,-
rusy1239,-,-,-,p,-,-,-,o,-,-,s,-,-,t,-,-,-,3,-,-
bela1254,-,-,u,p,-,-,-,o,-,-,s,y,-,t,-,s,y,i,-,-
russ1263,-,-,u,p,-,-,-,o,-,-,s,y,-,t,-,s,-,y,-,-
lowe1385,-,-,-,p,-,-,-,o,-,-,-,-,-,n,-,-,-,u,-,S
uppe1395,-,-,-,p,-,-,-,o,-,-,d,-,-,n,-,-,-,3,t,S
kash1274,-,-,-,p,-,-,-,o,-,-,d,-,-,n,-,-,-,u,t,s
bulg1262,-,-,-,p,-,-,-,o,-,-,d,-,-,n,-,-,-,3,-,-
mace1250,-,-,-,p,-,-,-,o,-,-,d,-,-,n,-,-,-,a,-,-
mace1250,-,-,-,p,-,-,-,o,-,-,-,-,-,n,-,-,-,a,-,m
mace1250,-,-,-,p,-,-,-,o,-,-,d,-,-,n,-,-,-,E,-,-
gawa1247,-,-,-,l,-,-,-,i,-,-,s,-,-,-,-,-,-,i,-,k
