language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29
kach1280,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-
noct1238,-,-,-,-,-,-,-,-,-,v,-,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-
wanc1238,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-
phom1236,-,o,u,t,-,-,-,-,-,h,-,-,-,-,-,-,-,-,-,-,-,-,3,-,-,-,-,-,-
bodo1269,-,-,-,d,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,7,-,-,-,w,-,-
dima1251,-,-,-,d,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-
garo1247,-,-,-,d,-,-,-,-,-,o,-,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-
rabh1238,-,-,-,t,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-
sher1257,-,-,-,-,-,-,-,-,-,h,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-
bugu1246,-,-,-,-,-,-,-,-,-,h,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,a,-,-
naxi1245,-,-,-,-,-,-,-,-,-,v,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Z,-,e,-,-
namu1246,-,-,-,-,-,-,-,-,-,g,-,-,-,-,-,-,i,-,-,-,-,-,3,-,z,-,3,-,-
shix1238,-,-,-,-,-,-,-,-,-,Z,-,y,-,-,-,-,i,-,-,-,-,-,E,-,m,-,i,-,-
ersu1241,-,-,-,-,-,-,-,-,-,x,-,-,-,-,-,-,u,-,-,-,-,-,a,-,-,-,i,-,-
