language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11
piem1238,-,-,v,u,l,-,E,-,-,-,-
piem1238,-,-,v,u,l,-,e,-,-,-,-
piem1238,-,-,v,u,l,-,e,-,-,-,-
piem1238,-,-,v,u,l,-,e,-,-,-,-
roma1328,-,-,v,u,l,e,a,-,-,-,-
emil1241,-,-,v,u,l,-,E,-,r,-,-
emil1241,-,-,v,u,l,-,E,-,r,-,-
emil1241,-,-,v,u,l,-,a,-,r,-,-
vene1258,-,-,v,o,l,-,a,-,r,-,-
vene1258,-,-,v,o,l,-,a,-,r,-,-
vene1258,-,-,v,o,l,-,a,-,r,-,-
ital1282,-,-,v,o,l,-,a,-,r,e,-
ital1282,-,-,v,o,l,-,a,-,r,e,-
ligu1248,-,Z,v,u,-,-,E,-,-,-,-
ligu1248,-,-,Z,u,-,-,a,-,-,-,-
neap1235,-,-,v,u,l,-,a,-,-,-,-
sici1248,-,a,b,u,l,-,a,-,r,i,-
sici1248,-,-,v,u,l,-,a,-,r,i,-
sici1248,-,-,v,u,l,-,a,-,r,i,-
friu1240,-,z,v,o,l,-,a,-,-,-,-
stan1289,-,-,b,o,l,-,a,-,r,-,-
stan1289,-,-,b,o,l,-,a,-,r,-,-
stan1289,-,-,v,o,l,-,a,-,r,-,-
stan1289,-,-,v,u,l,-,a,-,-,-,-
stan1289,-,-,b,o,l,-,a,-,-,-,-
stan1289,-,-,b,u,l,-,a,-,-,-,-
camp1261,-,-,b,o,l,-,a,-,y,-,-
megl1237,-,-,p,3,r,-,3,-,y,e,s
arom1237,a,s,b,-,w,-,a,i,r,u,-
roma1327,a,z,b,u,r,-,a,-,-,-,-
istr1245,-,-,-,-,l,-,e,-,t,i,-
