language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23
ishi1240,-,-,-,-,k,-,-,-,a,N,-,n,-,-,a,r,-,-,i,-,-,-,-
take1256,-,-,-,-,k,-,-,-,a,N,-,n,-,-,a,r,-,-,u,-,-,-,-
hate1238,-,-,-,-,k,-,-,-,a,N,-,n,-,-,a,r,-,-,i,-,-,3,-
naze1238,-,-,-,-,k,-,-,-,a,N,-,n,-,-,a,r,-,-,i,-,-,-,-
okin1244,-,-,-,-,k,-,-,-,a,N,-,n,-,-,a,-,-,-,i,-,-,-,-
yona1241,-,-,-,-,k,-,-,-,a,N,-,n,-,-,a,r,-,-,i,-,-,-,-
miya1260,-,-,-,-,k,-,-,-,a,m,-,t,-,-,u,y,-,-,u,-,-,m,-
irab1238,-,-,-,-,k,-,-,-,a,m,-,n,-,-,a,l,-,-,-,-,-,-,-
tara1319,-,-,-,-,k,-,-,-,a,m,-,n,-,-,a,l,-,-,-,-,-,-,-
ikem1235,-,-,-,-,k,-,-,-,a,m,-,n,-,-,a,-,-,-,i,-,-,-,-
chik1251,-,-,-,-,k,-,-,-,a,m,i,n,-,-,a,r,-,-,i,-,-,-,-
kuma1281,-,-,-,-,k,-,-,-,a,m,i,n,-,-,a,r,-,-,i,-,-,-,-
naga1405,-,-,-,-,k,-,-,-,a,m,i,n,-,-,a,r,-,-,i,-,-,-,-
miya1258,-,-,-,-,-,-,-,-,-,-,-,-,-,-,e,r,e,k,i,-,-,-,-
oita1237,-,-,-,-,k,-,-,-,a,m,i,n,-,-,a,r,-,-,i,-,-,-,-
toky1238,-,-,-,-,k,-,-,-,a,m,i,n,-,-,a,r,-,-,i,-,-,-,-
yama1263,-,-,-,o,k,-,-,-,a,N,-,n,-,-,a,r,-,-,i,-,-,-,-
hokk1243,-,-,-,-,k,-,-,-,a,m,i,n,-,-,a,r,-,-,i,-,-,-,-
gifu1238,y,u,d,a,7,-,t,s,a,m,-,-,-,-,a,-,-,-,-,-,-,-,-
gifu1238,-,-,-,-,k,-,-,-,a,m,i,n,-,-,a,r,-,-,i,-,-,-,-
shiz1237,-,-,-,-,k,-,-,-,a,m,i,n,-,-,a,r,-,-,i,s,a,N,-
gunm1237,-,-,-,-,k,-,-,-,a,m,i,n,-,-,a,r,-,-,i,-,-,-,-
chic1269,-,-,-,-,r,a,i,s,a,m,-,-,-,-,a,-,-,-,-,-,-,-,-
toch1258,-,-,-,-,r,a,i,s,a,m,-,-,-,-,a,-,-,-,-,-,-,-,-
kana1290,-,-,-,-,g,-,-,-,o,-,-,r,o,g,o,r,-,-,o,s,a,N,-
iyob1237,-,-,-,-,k,-,-,-,a,m,i,n,-,-,a,r,-,-,i,s,a,m,a
tott1237,-,-,-,-,k,-,-,-,a,m,i,n,-,-,a,r,-,-,i,-,-,-,-
miee1237,-,-,-,-,k,-,-,-,a,m,i,n,-,-,a,r,-,-,i,-,-,-,-
kaga1258,-,-,-,-,k,-,-,-,a,m,i,n,-,-,a,r,-,-,i,s,a,N,-
toku1245,-,-,-,-,k,-,-,-,a,m,i,n,-,-,a,r,-,-,i,-,-,-,-
kyot1238,-,-,-,-,k,-,-,-,a,m,i,n,-,-,a,r,-,-,i,-,-,-,-
osak1237,-,-,-,-,k,-,-,-,a,m,i,n,-,-,a,r,-,-,i,-,-,-,-
waka1279,-,-,-,-,k,-,-,-,a,m,i,n,-,-,a,r,-,-,i,-,-,-,-
shig1237,-,-,-,-,k,-,-,-,a,m,i,n,-,-,a,r,-,-,i,-,-,-,-
kobe1244,-,-,-,-,k,-,-,-,a,m,i,n,-,-,a,r,-,-,i,-,-,-,-
okay1237,-,-,-,-,k,-,-,-,a,m,i,n,-,-,a,r,-,-,i,-,-,-,-
yama1261,-,-,-,-,k,-,-,-,a,m,i,n,-,-,a,r,-,-,i,-,-,-,-
fuku1241,-,-,-,-,k,-,-,-,a,m,i,n,-,-,a,r,-,-,i,-,-,-,-
kana1289,-,-,-,-,k,-,-,-,a,N,-,n,-,-,a,r,-,-,i,-,-,-,-
naga1408,-,-,-,-,k,-,-,-,a,m,i,n,-,-,a,r,-,-,i,-,-,-,-
hiro1237,-,-,-,-,d,-,-,-,o,-,-,N,-,d,o,r,-,-,o,-,-,-,-
ibar1242,-,-,-,-,r,a,e,s,a,m,-,-,-,-,a,-,-,-,-,-,-,-,-
chib1248,-,-,-,-,k,-,-,-,a,m,i,n,-,-,a,r,-,-,i,-,-,-,-
hata1244,-,-,-,-,k,-,-,-,a,m,i,n,-,-,a,r,-,-,i,-,-,-,-
toya1237,-,-,-,-,k,-,-,-,a,N,-,n,-,-,a,r,-,-,i,-,-,-,-
niig1237,-,-,-,-,k,-,-,-,a,m,i,n,-,-,a,r,-,-,i,s,a,m,a
fuku1243,-,-,-,-,r,a,i,s,a,m,-,-,-,-,a,-,-,-,-,-,-,-,-
send1240,-,o,r,E,s,-,-,-,a,m,-,-,-,-,a,-,-,-,-,-,-,-,-
yama1262,-,-,-,-,k,-,-,-,a,m,i,n,-,-,a,r,-,-,i,-,-,-,-
akit1240,-,-,r,E,s,-,-,-,a,N,-,-,-,-,-,-,-,-,-,-,-,-,-
tsug1237,-,-,r,E,s,-,-,-,a,m,-,-,-,-,a,-,-,-,-,-,-,-,-
kese1237,-,-,r,E,s,-,-,-,a,N,-,-,-,-,-,-,-,-,-,-,-,-,-
izum1237,-,-,-,-,k,-,-,-,a,N,-,n,-,-,a,r,-,-,i,-,-,-,-
hach1239,-,-,-,-,k,-,-,-,a,m,i,n,-,-,a,r,-,-,i,-,-,-,-
saga1265,n,a,r,a,k,-,-,-,a,m,-,-,-,-,-,-,-,-,i,-,-,-,-
nort2935,-,-,-,-,k,-,-,-,a,N,-,n,-,-,a,r,-,-,e,s,a,-,-
oldj1239,n,a,r,u,k,-,-,-,a,m,-,-,-,-,-,-,-,-,i,-,-,-,-
