language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30
khal1275,-,-,-,-,-,-,-,-,-,-,-,-,s,-,-,o,-,l,p,u,-,-,-,-,-,-,-,-,-,-
thul1246,-,-,-,-,-,-,-,-,-,-,-,t,s,-,-,o,-,k,p,u,-,-,-,-,-,-,-,-,-,-
kulu1253,-,-,-,-,-,-,-,-,-,-,-,t,S,h,-,o,-,-,w,a,-,-,-,-,-,-,-,-,-,-
bahi1252,-,-,-,-,-,-,-,-,-,-,-,t,s,-,-,i,k,7,b,a,-,-,-,-,-,-,-,-,-,-
limb1266,-,-,-,-,-,-,-,-,-,-,-,-,-,p,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-
bant1281,-,-,-,-,-,-,-,-,-,-,-,t,s,h,o,o,-,N,w,a,-,-,-,-,-,-,-,-,-,-
chep1245,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,w,a,-,-,-,-,-,7,-,-,-,-
wayu1241,-,-,-,-,-,-,-,-,-,-,-,t,s,-,-,i,x,t,s,i,-,-,-,-,-,-,-,-,-,-
oldb1235,-,-,-,-,-,-,-,-,-,-,-,N,-,-,-,-,-,-,-,a,-,-,-,-,-,k,-,-,-,-
nucl1310,-,-,-,-,-,-,-,-,-,-,-,N,-,-,-,-,-,-,-,E,-,-,-,-,-,7,-,-,-,-
lash1243,-,-,-,-,-,-,-,-,-,-,-,N,-,-,-,-,-,-,-,o,-,-,-,-,-,7,-,-,-,-
zaiw1241,-,-,-,-,-,-,-,-,-,-,-,N,-,-,-,-,-,-,-,o,-,-,-,-,-,7,-,-,-,-
maru1249,-,-,-,-,-,-,-,-,-,-,-,N,-,-,-,-,-,-,-,o,-,-,-,-,-,7,-,-,-,-
pela1242,-,-,-,-,-,-,-,-,-,-,-,N,-,-,-,-,-,-,-,a,-,-,-,-,-,7,-,-,-,-
xian1249,-,-,-,-,-,-,-,-,-,-,-,N,-,-,-,-,-,-,-,o,-,-,-,-,-,7,-,-,-,-
acha1249,-,-,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,-,o,-,-,-,-,-,7,-,-,-,-
lisu1250,-,-,-,-,-,-,-,-,-,-,-,n,-,-,-,i,-,-,-,E,-,-,-,-,-,-,-,-,-,-
jing1260,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,u,n,a,-,-,m,t,S,-,i,-
drun1238,-,-,-,-,-,-,-,-,-,-,-,p,-,-,-,-,-,-,-,u,-,-,-,-,-,t,S,-,i,7
haka1240,-,-,-,-,-,-,-,-,-,-,-,v,-,-,-,-,-,-,-,a,a,a,-,-,-,-,-,-,-,-
lush1249,-,-,-,-,-,-,-,s,-,a,-,v,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-
ukhr1238,-,-,-,-,-,-,-,-,-,-,-,v,-,-,-,-,-,-,-,a,n,a,-,-,-,w,-,-,-,-
karb1241,-,-,-,-,-,-,-,-,-,-,-,v,-,-,-,-,-,-,-,o,-,o,t,e,e,k,-,-,-,-
horp1240,-,-,-,-,-,v,d,Z,-,E,v,d,Z,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-
eree1240,-,-,-,y,m,b,-,y,-,3,-,-,m,-,-,-,-,-,p,o,-,-,-,-,-,-,-,-,-,-
japh1234,-,-,-,-,-,p,-,-,-,-,-,-,x,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-
situ1238,-,-,-,-,-,p,-,-,-,o,-,t,s,-,-,-,-,-,-,o,-,-,-,-,-,-,-,-,-,-
