language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20
chip1262,-,-,-,t,S,a,-,-,k,-,-,-,-,-,-,-,z,-,-,-
imba1240,-,-,-,t,-,a,-,-,k,-,a,n,-,-,-,-,a,-,-,-
azua1234,-,-,-,w,-,a,-,-,g,t,a,n,-,-,-,-,a,-,-,-
nort3351,-,-,-,t,-,a,-,-,k,-,-,-,-,-,-,-,a,-,-,-
napo1242,s,a,g,m,-,a,-,-,n,-,-,-,-,-,-,-,a,-,-,-
tena1240,-,-,-,w,-,a,-,-,x,t,-,-,-,-,-,-,a,-,-,-
sout2990,-,-,-,w,-,a,-,-,k,t,a,n,-,-,-,-,a,-,-,-
sout2990,-,-,-,-,-,-,-,-,-,t,u,l,u,p,u,n,a,-,-,-
inga1252,-,-,-,t,-,a,-,-,k,-,-,-,-,-,-,-,a,t,S,i
inga1252,-,-,-,m,-,a,-,-,k,-,-,-,-,-,-,-,a,-,-,-
clas1251,-,-,-,t,-,a,-,-,k,-,-,-,-,-,-,-,a,n,-,i
apol1241,-,-,-,t,-,a,-,-,k,-,-,-,-,-,-,-,a,-,-,-
puno1238,-,-,-,t,-,a,-,-,k,-,-,-,-,-,-,-,a,-,-,-
cusc1236,-,-,-,t,-,a,-,-,k,-,-,-,-,-,-,-,a,-,-,-
east2551,-,-,-,t,-,a,-,-,k,-,-,-,-,-,-,-,a,-,-,-
east2551,-,-,-,p,-,a,-,-,n,-,-,-,-,-,-,-,a,-,-,-
sout2991,-,-,-,t,-,a,-,-,k,-,-,-,-,-,-,-,a,-,-,-
coch1274,-,-,-,w,-,a,-,-,X,t,-,-,-,-,-,-,a,-,-,-
sant1432,-,-,-,m,-,a,-,-,x,-,-,-,-,-,-,-,a,-,-,-
huan1249,-,-,-,t,-,a,-,-,k,-,-,-,-,-,-,-,a,-,-,-
ayac1239,-,-,-,t,-,a,-,-,k,-,-,-,-,-,-,-,a,-,-,-
ayac1239,-,-,-,w,-,a,-,-,X,t,-,-,-,-,-,-,a,-,-,-
azan1238,-,-,-,m,-,a,-,-,q,-,-,-,-,-,-,-,a,-,-,-
sanp1258,-,-,-,m,-,a,-,-,q,-,-,-,-,-,-,-,a,-,-,-
apur1253,-,-,-,m,-,a,-,-,q,-,-,-,-,-,-,-,a,-,-,-
tana1291,-,-,-,m,-,a,-,-,q,-,-,-,-,-,-,-,a,-,-,-
cacr1238,-,-,-,m,-,a,-,-,q,-,-,-,-,-,-,-,a,-,-,-
yauy1235,-,-,-,m,-,a,-,-,q,-,-,-,-,-,-,-,a,-,-,-
chac1250,-,-,-,w,-,a,-,-,k,t,-,-,-,-,-,-,a,-,-,-
chac1250,-,-,-,m,-,a,-,-,k,-,-,-,-,-,-,-,a,-,-,-
sanm1289,-,-,-,w,-,a,-,-,k,t,-,-,-,-,-,-,a,-,-,-
sanm1289,-,-,-,m,-,a,-,-,k,-,-,-,-,-,-,-,a,-,-,-
huay1241,-,-,-,m,-,a,-,-,7,-,-,-,-,-,-,-,a,-,-,-
jauj1238,-,-,-,m,-,a,-,-,7,-,-,-,-,-,-,-,a,-,-,-
paca1245,-,-,-,m,-,a,-,-,X,-,-,-,-,-,-,-,a,-,-,-
yaru1256,-,-,-,m,-,a,-,-,X,-,-,-,-,-,-,-,a,-,-,-
hual1241,-,-,-,m,-,a,-,-,q,-,-,-,-,-,-,-,a,-,-,-
huai1241,-,-,-,m,-,a,-,-,q,-,-,-,-,-,-,-,a,-,-,-
coro1247,-,-,-,t,-,a,-,-,k,-,-,-,-,-,-,-,a,-,-,-
caja1238,-,-,-,m,-,a,-,-,q,-,-,-,-,-,-,-,a,-,-,-
caja1238,-,-,-,t,-,a,-,-,k,-,-,-,-,-,-,-,a,-,-,-
lamb1276,-,-,-,t,-,a,-,-,k,-,-,-,-,-,-,-,a,-,-,-
jaqa1244,-,-,-,h,-,a,i,t,S,-,-,-,-,-,-,-,a,-,-,-
cauq1239,t,-,-,S,-,a,-,n,q,-,-,-,-,-,-,-,a,-,-,-
