language,x1,x2,x3,x4
bulg1262,d,a,n,u
bulg1262,d,-,n,o
bulg1262,d,-,n,o
bulg1262,d,o,n,o
bulg1262,d,o,n,u
bulg1262,d,o,n,o
bulg1262,d,-,n,o
bulg1262,d,-,n,o
bulg1262,d,o,n,u
bulg1262,d,o,n,u
bulg1262,d,o,n,u
bulg1262,d,o,n,u
bulg1262,d,o,n,u
bulg1262,d,o,n,u
bulg1262,d,o,n,u
bulg1262,d,o,n,u
bulg1262,d,o,n,u
bulg1262,d,o,n,u
bulg1262,d,o,n,u
bulg1262,d,o,n,u
bulg1262,d,o,n,o
bulg1262,d,-,n,o
bulg1262,d,o,n,u
bulg1262,d,o,n,u
bulg1262,d,o,n,u
bulg1262,d,a,n,u
bulg1262,d,a,n,o
bulg1262,d,a,n,u
bulg1262,d,-,n,o
bulg1262,d,-,n,o
bulg1262,d,o,n,o
bulg1262,d,-,n,o
bulg1262,d,o,n,u
bulg1262,d,o,n,u
bulg1262,d,o,n,u
bulg1262,d,o,n,o
bulg1262,d,-,n,o
bulg1262,d,o,n,u
bulg1262,d,-,n,o
bulg1262,d,o,n,u
bulg1262,d,o,n,u
bulg1262,d,-,n,o
bulg1262,d,-,n,o
bulg1262,d,o,n,u
bulg1262,d,o,n,u
bulg1262,d,o,n,u
bulg1262,d,o,n,u
bulg1262,d,o,n,u
bulg1262,d,o,n,o
bulg1262,d,o,n,o
bulg1262,d,o,n,u
bulg1262,d,-,n,o
bulg1262,d,-,n,o
bulg1262,d,-,n,o
bulg1262,d,o,n,o
bulg1262,d,o,n,u
bulg1262,d,-,n,o
bulg1262,d,o,n,u
bulg1262,d,-,n,o
bulg1262,d,o,n,u
bulg1262,d,-,n,o
bulg1262,d,o,n,u
bulg1262,d,o,n,u
bulg1262,d,o,n,u
bulg1262,d,o,n,u
bulg1262,d,o,n,o
bulg1262,d,-,n,o
bulg1262,d,o,n,u
bulg1262,d,o,n,o
bulg1262,d,o,n,u
bulg1262,g,-,n,o
bulg1262,d,-,n,o
bulg1262,d,-,n,o
bulg1262,d,-,n,o
bulg1262,d,o,n,u
bulg1262,d,-,n,o
bulg1262,d,o,n,o
bulg1262,d,o,n,u
bulg1262,d,-,n,o
bulg1262,d,-,n,o
bulg1262,d,-,n,o
bulg1262,d,o,n,u
bulg1262,d,o,n,u
bulg1262,d,-,n,o
bulg1262,d,-,n,o
bulg1262,d,o,n,u
bulg1262,d,-,n,o
bulg1262,d,o,n,u
bulg1262,d,-,n,o
bulg1262,d,o,n,u
bulg1262,d,-,n,o
